amount,payment_method,hour,day_of_week,account_age_days,total_transactions,avg_transaction_amount,failed_transactions,previous_fraud_count,transactions_last_5min,transactions_last_1hour,transactions_last_24hours,amount_last_1hour,time_since_last_transaction,new_receiver,amount_ratio,velocity_5min_ratio,fraud
16645.18,ACCOUNT,1,6,21,48,1122.13,2,2,4,9,9,2016.09,2375.16,1,14.8204,0.4,1
504.73,UPI,1,4,781,74,567.65,0,0,0,1,6,777.48,5454.08,0,0.8876,0.0,0
773.92,UPI,23,1,234,51,486.85,2,0,1,2,3,1112.57,22582.03,0,1.5864,0.25,0
1333.64,ACCOUNT,13,2,1010,64,1598.81,0,0,0,2,4,2179.97,9568.44,0,0.8336,0.0,0
1290.55,UPI,4,5,338,55,670.75,0,0,0,1,6,766.19,605.45,0,1.9212,0.0,0
502.3,UPI,17,3,199,73,708.59,0,0,0,0,4,0.0,506.42,0,0.7079,0.0,0
1177.17,UPI,17,4,712,59,631.16,0,0,0,1,8,741.62,858.66,0,1.8622,0.0,0
438.01,UPI,13,5,1116,58,568.2,1,0,0,0,3,0.0,4852.45,0,0.7695,0.0,0
165.18,ACCOUNT,5,1,796,59,212.81,0,0,0,1,6,208.37,1107.46,0,0.7725,0.0,0
1451.72,UPI,20,5,982,62,901.84,0,0,0,2,3,1421.62,52.34,0,1.6079,0.0,0
462.32,ACCOUNT,0,5,379,50,1298.74,0,0,0,0,4,0.0,7515.46,0,0.3557,0.0,0
708.18,UPI,22,6,755,45,1271.33,0,0,0,1,6,1253.56,1541.73,0,0.5566,0.0,0
873.21,UPI,1,4,1078,53,887.22,0,0,1,1,5,532.6,11557.02,0,0.9831,0.1667,0
628.55,UPI,1,3,806,72,818.87,1,0,0,1,6,576.41,4312.39,0,0.7666,0.0,0
986.38,UPI,1,3,382,66,1152.33,3,0,0,0,4,0.0,4816.37,0,0.8552,0.0,0
11440.71,ACCOUNT,1,0,1433,71,776.44,1,0,0,3,7,3207.94,963.15,0,14.7159,0.0,1
5772.62,UPI,15,5,128,58,1393.1,1,1,0,0,2,0.0,5520.91,1,4.1407,0.0,0
684.97,UPI,17,0,1369,40,503.46,0,0,0,0,2,0.0,6233.13,0,1.3578,0.0,0
662.68,ACCOUNT,9,1,1095,61,628.64,1,0,1,1,13,526.83,2535.06,0,1.0525,0.0714,0
84.8,UPI,14,0,194,71,105.72,1,0,1,1,4,92.0,3659.57,0,0.7946,0.2,0
954.57,ACCOUNT,11,6,405,55,1044.27,0,0,0,3,10,3394.32,15221.69,0,0.9132,0.0,0
215.75,ACCOUNT,13,1,572,58,436.14,1,0,0,0,3,0.0,3293.76,0,0.4936,0.0,0
868.34,ACCOUNT,9,2,1437,65,927.93,3,0,1,2,5,1689.41,1264.06,0,0.9348,0.1667,0
285.86,ACCOUNT,19,4,789,62,573.38,0,0,0,0,2,0.0,6972.73,0,0.4977,0.0,0
1231.62,ACCOUNT,1,3,409,71,949.99,3,0,1,3,10,2296.22,9470.11,0,1.2951,0.0909,0
1010.0,UPI,9,3,1382,39,1423.47,1,1,0,2,6,2841.42,218.22,0,0.709,0.0,0
1032.77,UPI,1,3,203,52,1565.04,1,0,0,2,5,3365.7,2458.57,0,0.6595,0.0,0
717.52,UPI,1,2,1230,61,684.73,3,1,0,1,3,547.73,881.58,0,1.0464,0.0,0
748.78,ACCOUNT,17,2,1251,66,692.6,0,0,1,3,5,2604.79,3325.97,0,1.0796,0.1667,0
214.29,ACCOUNT,13,5,598,66,162.79,0,0,0,1,4,206.66,2702.09,0,1.3083,0.0,0
583.56,ACCOUNT,19,6,93,62,649.71,1,0,0,0,9,0.0,373.76,0,0.8968,0.0,0
230.9,UPI,10,0,1332,60,217.84,1,0,0,3,7,578.66,3644.96,0,1.0551,0.0,0
588.31,UPI,2,5,1452,57,703.0,0,0,0,1,4,590.16,721.85,0,0.8357,0.0,0
606.22,UPI,0,6,585,52,1372.61,0,2,0,0,3,0.0,3251.37,1,0.4413,0.0,0
468.44,ACCOUNT,21,1,303,66,982.33,2,0,0,0,4,0.0,1390.0,0,0.4764,0.0,0
607.82,UPI,11,4,428,67,736.81,1,0,0,2,6,1283.82,4701.88,0,0.8238,0.0,0
423.42,UPI,23,4,230,56,612.5,0,0,1,2,4,1205.27,841.12,0,0.6902,0.2,0
1429.56,UPI,9,4,926,67,1415.57,0,0,1,2,5,3196.98,2904.61,0,1.0092,0.1667,0
519.8,ACCOUNT,22,0,792,75,685.53,0,0,0,1,2,940.23,2458.43,1,0.7571,0.0,0
505.9,UPI,0,4,553,52,588.34,0,0,1,1,5,643.26,4697.81,0,0.8584,0.1667,0
504.09,ACCOUNT,5,3,986,60,397.67,0,0,0,0,1,0.0,1291.13,1,1.2644,0.0,0
10145.03,UPI,8,1,944,53,1867.84,1,2,1,1,6,2270.16,1506.32,0,5.4285,0.1429,1
1139.84,UPI,23,1,46,62,740.48,0,0,0,2,4,1989.9,4838.47,0,1.5372,0.0,0
924.25,ACCOUNT,11,4,632,70,593.68,1,0,0,1,7,438.66,3056.13,0,1.5542,0.0,0
717.62,ACCOUNT,21,1,1299,57,298.2,1,1,0,0,2,0.0,1002.41,1,2.3985,0.0,1
732.27,UPI,10,0,1199,58,744.98,0,0,1,2,3,2021.39,2042.33,1,0.9816,0.25,0
2431.03,UPI,9,2,1286,49,1309.36,1,1,0,1,5,1189.61,2669.98,1,1.8552,0.0,0
704.11,UPI,0,2,1432,56,563.46,2,0,0,3,8,2058.05,5756.89,0,1.2474,0.0,0
344.09,ACCOUNT,15,0,120,48,310.63,0,0,0,1,3,318.96,1936.65,0,1.1041,0.0,0
426.27,UPI,12,6,427,59,398.42,1,0,0,1,5,494.95,2589.88,0,1.0672,0.0,0
629.13,ACCOUNT,3,2,705,75,676.33,1,0,0,0,7,0.0,1770.47,0,0.9288,0.0,0
906.76,ACCOUNT,6,3,779,52,503.54,1,0,0,2,5,687.26,13417.98,0,1.7972,0.0,0
4300.75,ACCOUNT,16,3,5,50,684.68,1,0,2,9,20,2147.24,3273.86,1,6.2722,0.0952,1
939.96,UPI,5,3,1094,72,810.35,2,0,0,0,2,0.0,4237.47,1,1.1585,0.0,0
1446.52,ACCOUNT,18,4,13,53,264.88,0,2,6,6,10,326.51,1259.49,1,5.4405,0.5455,1
334.02,UPI,9,5,263,71,192.42,0,0,1,2,6,347.13,8150.45,0,1.727,0.1429,0
348.32,UPI,19,2,1026,57,366.06,0,0,1,2,6,722.62,304.93,0,0.949,0.1429,0
556.25,ACCOUNT,8,3,1199,57,542.82,0,0,0,0,3,0.0,9601.76,0,1.0229,0.0,0
1206.87,ACCOUNT,17,3,1135,69,1624.25,2,0,0,2,2,2576.54,3138.18,0,0.7426,0.0,0
381.92,UPI,12,1,886,67,423.0,1,0,1,3,5,944.79,2510.11,0,0.9008,0.1667,0
882.06,ACCOUNT,5,1,159,63,1094.97,2,0,0,1,3,1019.52,1560.07,0,0.8048,0.0,0
2013.55,UPI,3,1,250,55,1124.56,0,0,0,1,3,861.31,5920.73,1,1.7889,0.0,0
1507.56,UPI,8,4,1122,62,1281.94,0,0,0,0,2,0.0,445.17,1,1.1751,0.0,0
163.33,UPI,17,3,1306,59,185.44,2,0,2,4,9,551.18,2697.09,0,0.876,0.2,0
1546.26,UPI,17,4,1243,55,1381.5,0,0,0,1,5,1923.32,242.88,1,1.1184,0.0,0
280.76,UPI,14,5,657,49,231.33,0,0,0,1,4,211.87,6150.79,0,1.2085,0.0,0
1073.38,UPI,0,4,893,67,1788.85,3,0,0,0,3,0.0,4827.6,0,0.5997,0.0,0
364.37,UPI,18,6,289,53,371.16,2,0,0,1,5,413.81,656.01,0,0.9791,0.0,0
6123.15,UPI,23,4,899,55,723.1,1,0,1,1,8,625.92,3450.22,0,8.4562,0.1111,1
522.41,ACCOUNT,13,5,317,51,637.96,1,0,0,1,6,796.36,2324.87,0,0.8176,0.0,0
622.55,UPI,7,2,1198,54,549.67,2,0,0,0,5,0.0,8134.7,1,1.1305,0.0,0
371.18,UPI,20,3,1184,62,342.65,0,0,6,14,25,4797.07,3590.79,0,1.0801,0.2308,0
14669.48,UPI,20,1,105,56,1136.27,0,0,0,0,2,0.0,6471.29,0,12.8989,0.0,1
1851.29,UPI,20,5,1405,63,1095.75,0,0,0,0,4,0.0,4636.4,0,1.688,0.0,0
1489.96,UPI,3,6,1200,63,1373.02,0,0,4,8,20,10984.17,1029.2,0,1.0844,0.1905,1
398.54,UPI,9,6,586,67,521.44,1,0,6,7,21,3650.08,4266.8,0,0.7628,0.2727,0
629.61,UPI,6,6,693,60,746.32,0,0,0,1,7,776.2,741.89,0,0.8425,0.0,0
322.49,ACCOUNT,7,3,145,55,373.82,0,0,0,0,3,0.0,438.01,1,0.8604,0.0,0
1549.89,ACCOUNT,16,6,1406,66,2248.19,1,0,0,0,3,0.0,2461.87,1,0.6891,0.0,0
1637.39,UPI,5,1,178,58,1469.14,0,0,0,0,5,0.0,2404.13,0,1.1138,0.0,0
109.58,ACCOUNT,23,6,1385,67,217.04,1,0,0,0,3,0.0,689.45,1,0.5026,0.0,0
478.46,UPI,14,4,992,59,690.85,0,0,0,1,5,797.06,11120.23,0,0.6916,0.0,0
1865.94,ACCOUNT,5,4,1380,67,1636.94,1,0,0,1,5,1314.81,2877.68,0,1.1392,0.0,0
253.38,UPI,4,2,575,56,302.39,1,0,1,1,6,241.32,589.73,0,0.8352,0.1429,0
345.5,UPI,18,4,1346,72,435.89,0,0,5,6,21,2615.31,9348.82,0,0.7908,0.2273,1
948.14,UPI,19,0,656,55,884.14,1,0,0,1,6,558.3,418.06,1,1.0712,0.0,0
558.89,ACCOUNT,13,4,544,52,1116.35,2,0,0,0,5,0.0,2242.57,0,0.5002,0.0,0
846.38,UPI,13,4,525,56,1074.16,3,0,0,3,9,4010.1,8858.37,0,0.7872,0.0,0
700.69,ACCOUNT,17,6,1429,65,710.76,1,0,0,1,3,869.81,2866.43,0,0.9844,0.0,0
2126.97,UPI,5,2,714,68,2125.44,1,0,0,0,2,0.0,1044.78,0,1.0002,0.0,0
2488.84,ACCOUNT,19,4,733,60,1691.76,0,0,0,1,3,1201.42,208.11,0,1.4703,0.0,0
363.69,ACCOUNT,16,1,976,54,274.61,1,0,0,2,7,452.07,567.04,0,1.3196,0.0,0
912.36,ACCOUNT,4,4,847,53,731.52,1,0,0,2,6,1170.02,4933.41,1,1.2455,0.0,0
251.7,ACCOUNT,23,2,825,46,292.53,1,0,0,3,5,1051.23,1433.16,1,0.8575,0.0,0
618.57,UPI,2,2,587,71,479.18,2,0,2,3,11,895.14,3528.08,1,1.2882,0.1667,0
614.0,UPI,1,3,271,68,423.72,1,0,0,2,7,957.4,8517.48,0,1.4456,0.0,0
877.27,UPI,22,3,1492,64,1185.08,0,0,0,1,9,1298.21,3827.26,1,0.7396,0.0,0
1180.08,UPI,6,6,752,56,1418.55,1,0,0,0,4,0.0,6421.26,0,0.8313,0.0,0
5086.71,UPI,8,3,1459,67,538.19,2,0,0,1,9,688.07,536.11,0,9.4339,0.0,1
504.54,UPI,7,2,707,62,677.38,3,0,0,3,4,1703.83,4361.1,0,0.7437,0.0,0
863.19,UPI,0,4,911,62,957.23,2,0,0,2,6,1980.55,30795.12,0,0.9008,0.0,0
298.23,ACCOUNT,11,1,832,82,456.76,0,0,0,2,6,1177.94,1826.38,0,0.6515,0.0,0
873.7,UPI,11,6,1449,70,423.12,1,0,0,0,2,0.0,3293.95,0,2.06,0.0,0
662.8,UPI,6,2,192,58,463.87,0,0,0,2,8,915.32,8005.66,0,1.4258,0.0,0
335.19,ACCOUNT,0,3,790,72,277.07,1,0,0,2,5,510.77,7069.77,0,1.2054,0.0,0
1874.76,UPI,0,6,255,65,1733.4,2,0,0,0,4,0.0,5536.63,0,1.0809,0.0,0
194.32,ACCOUNT,0,4,1306,59,266.07,0,0,0,0,2,0.0,2281.66,0,0.7276,0.0,0
827.29,UPI,14,0,809,59,536.74,0,0,0,1,4,519.47,7215.83,0,1.5385,0.0,0
3796.6,ACCOUNT,7,2,1386,61,2207.52,0,0,1,2,7,4115.89,5132.11,0,1.7191,0.125,0
1847.02,UPI,3,3,434,59,1769.35,1,0,0,0,3,0.0,3498.77,0,1.0433,0.0,0
1937.8,UPI,15,1,269,52,1065.19,1,0,4,8,25,8521.51,2878.55,0,1.8175,0.1538,1
687.86,ACCOUNT,18,5,954,71,466.18,1,0,0,0,1,0.0,2152.67,0,1.4724,0.0,0
3852.74,UPI,2,1,244,55,1998.26,0,0,1,2,3,4245.35,5765.29,0,1.9271,0.25,0
209.79,UPI,7,0,577,48,233.06,3,0,0,1,2,235.93,12064.76,0,0.8963,0.0,0
1228.43,ACCOUNT,1,1,491,66,1788.81,1,0,0,0,6,0.0,2302.65,0,0.6863,0.0,0
435.32,UPI,22,3,354,61,212.7,2,0,0,1,3,132.73,7049.74,0,2.0371,0.0,0
9417.44,UPI,22,2,14,62,1362.14,1,0,0,0,4,0.0,970.55,1,6.9086,0.0,0
948.36,UPI,4,1,994,57,840.63,1,0,1,3,4,1808.34,3710.74,0,1.1268,0.2,0
702.13,UPI,19,5,1144,55,704.85,3,0,0,1,5,565.11,2622.34,0,0.9947,0.0,0
226.03,ACCOUNT,10,4,609,73,180.71,2,0,1,3,8,749.21,1433.54,0,1.2439,0.1111,0
660.45,UPI,6,6,443,48,573.48,2,0,0,0,8,0.0,1001.37,0,1.1496,0.0,0
662.05,ACCOUNT,18,5,261,53,648.9,1,1,0,0,7,0.0,5433.85,0,1.0187,0.0,0
590.42,UPI,16,1,1025,55,465.04,1,0,0,1,5,588.63,3647.21,0,1.2669,0.0,0
20067.07,UPI,11,2,18,64,1482.27,3,2,2,9,10,0.0,1814.31,1,13.5289,0.1818,1
2530.89,ACCOUNT,8,0,835,66,536.14,0,0,0,1,7,619.17,4138.1,1,4.7118,0.0,0
978.08,ACCOUNT,4,0,664,64,369.11,0,2,0,3,7,1397.95,3607.41,0,2.6426,0.0,0
602.94,UPI,11,6,983,56,495.47,2,0,0,2,7,960.47,2534.95,0,1.2145,0.0,0
426.38,UPI,6,1,1375,57,496.65,0,0,0,2,3,633.8,270.28,0,0.8568,0.0,0
162.24,UPI,18,0,1484,47,183.13,1,0,1,3,7,514.27,2311.38,0,0.8811,0.125,0
1329.02,UPI,15,4,314,48,1561.95,3,0,0,0,4,0.0,6964.14,0,0.8503,0.0,0
450.2,UPI,7,1,730,68,339.9,1,0,0,0,4,0.0,5953.1,1,1.3206,0.0,0
889.86,UPI,2,2,1318,55,861.89,2,0,0,1,5,1051.36,84.87,0,1.0312,0.0,0
1497.93,UPI,1,4,960,46,1328.39,1,0,0,4,9,3983.9,4205.18,0,1.1268,0.0,0
1554.6,ACCOUNT,10,2,1229,70,2020.85,0,0,0,3,6,7864.8,2604.93,0,0.7689,0.0,0
674.81,UPI,23,0,1493,47,731.26,2,0,0,2,6,1435.91,1198.67,0,0.9215,0.0,0
1044.11,UPI,13,5,182,60,1286.97,1,0,1,2,4,3304.62,3947.43,0,0.8107,0.2,0
432.29,UPI,7,5,930,43,476.02,2,0,0,0,5,0.0,13997.88,0,0.9062,0.0,0
391.28,ACCOUNT,22,4,811,47,765.65,1,0,0,0,1,0.0,426.53,0,0.5104,0.0,0
542.92,ACCOUNT,14,2,448,52,728.58,2,0,0,0,8,0.0,787.97,0,0.7442,0.0,0
1211.67,ACCOUNT,0,3,990,57,684.88,0,0,0,2,6,1500.01,10315.52,0,1.7666,0.0,1
572.53,UPI,17,1,182,63,446.54,0,0,2,3,4,1178.3,5407.26,0,1.2793,0.4,0
480.7,UPI,22,2,758,61,354.31,1,0,1,2,5,466.76,6767.9,0,1.3529,0.1667,0
527.04,ACCOUNT,1,1,639,50,387.37,1,2,1,3,5,842.36,582.93,0,1.3571,0.1667,0
252.65,ACCOUNT,6,5,603,49,358.55,0,0,1,2,8,736.75,13656.73,0,0.7027,0.1111,0
1215.69,ACCOUNT,10,5,932,63,1521.83,2,0,0,3,7,5824.8,717.39,1,0.7983,0.0,0
88.06,UPI,16,4,1417,53,136.15,2,0,0,0,3,0.0,1761.43,0,0.642,0.0,0
461.38,UPI,11,5,1422,51,436.52,3,1,0,2,4,964.28,427.35,0,1.0545,0.0,0
158.43,UPI,22,3,1060,59,137.42,2,0,0,0,3,0.0,17830.97,0,1.1446,0.0,0
1853.2,UPI,13,2,516,63,412.32,1,2,0,0,4,0.0,4191.64,0,4.4837,0.0,1
376.9,ACCOUNT,5,1,1449,65,448.56,0,0,1,1,4,495.44,1959.86,0,0.8384,0.2,0
707.66,UPI,11,2,1497,53,727.43,0,0,0,2,6,1750.91,286.05,0,0.9715,0.0,0
89.4,UPI,12,3,1273,54,125.93,2,0,0,0,4,0.0,7775.38,0,0.7043,0.0,0
961.92,UPI,10,4,1313,64,1054.84,0,0,1,2,6,2897.66,5845.4,0,0.911,0.1429,0
533.95,UPI,21,5,1231,67,497.81,0,1,1,1,5,620.57,11485.85,0,1.0704,0.1667,0
1610.21,UPI,12,0,1147,53,1337.41,0,0,0,1,5,1665.49,1304.0,0,1.2031,0.0,0
1732.82,UPI,15,0,1096,52,2421.57,0,0,2,3,5,6568.53,3071.05,0,0.7153,0.3333,0
315.55,UPI,17,1,968,53,602.97,0,0,0,1,4,776.43,2197.81,0,0.5225,0.0,0
566.76,UPI,6,1,979,67,812.98,0,0,1,1,4,1097.2,2323.08,0,0.6963,0.2,0
621.34,ACCOUNT,23,1,602,55,611.98,1,0,1,2,3,1427.52,418.95,1,1.0136,0.25,0
1225.47,UPI,21,2,1333,65,900.79,1,0,0,0,4,0.0,388.6,0,1.3589,0.0,0
465.86,UPI,7,4,962,75,451.74,2,0,0,1,3,614.51,2717.39,1,1.029,0.0,0
262.05,UPI,17,4,931,67,428.58,2,0,0,4,12,1976.07,3088.07,0,0.61,0.0,0
1270.96,ACCOUNT,20,4,1120,54,1759.68,0,0,0,0,3,0.0,5291.79,0,0.7219,0.0,0
394.6,UPI,17,1,140,69,496.95,1,0,0,1,4,656.83,853.68,1,0.7924,0.0,0
709.22,ACCOUNT,21,3,1380,58,852.97,1,0,1,1,8,534.76,1405.56,0,0.8305,0.1111,0
809.43,UPI,3,2,886,68,445.51,1,0,0,1,6,338.51,1413.22,0,1.8128,0.0,0
1384.87,UPI,22,0,1418,51,995.94,0,0,1,2,5,2008.13,9842.36,0,1.3891,0.1667,0
1311.77,UPI,6,5,181,64,1119.76,3,0,0,0,4,0.0,14354.3,0,1.1704,0.0,0
17172.98,UPI,22,3,373,59,2857.89,1,2,0,0,7,0.0,3900.54,0,6.0069,0.0,1
1905.04,ACCOUNT,1,4,1425,51,1394.51,0,0,0,1,3,1829.76,2317.76,0,1.3651,0.0,0
178.36,ACCOUNT,14,6,1048,55,384.04,0,0,0,1,1,251.61,3167.57,0,0.4632,0.0,0
769.21,UPI,12,6,980,65,694.15,1,1,0,0,3,0.0,2401.41,0,1.1065,0.0,0
402.25,UPI,1,0,624,74,433.51,1,0,0,0,5,0.0,2655.91,0,0.9258,0.0,0
2003.62,ACCOUNT,0,4,846,76,370.85,0,0,1,3,4,1458.07,2961.07,1,5.3883,0.2,1
368.21,UPI,0,5,833,65,456.09,1,0,0,3,5,823.4,3986.69,0,0.8056,0.0,0
1777.59,ACCOUNT,11,0,320,62,1800.09,0,0,0,0,3,0.0,6578.4,0,0.987,0.0,0
594.33,UPI,8,1,862,47,365.1,1,0,0,3,7,1012.16,5744.34,0,1.6234,0.0,0
280.72,ACCOUNT,3,2,788,51,220.96,1,0,0,0,0,0.0,4904.28,0,1.2647,0.0,0
384.42,ACCOUNT,19,2,490,72,359.78,0,0,0,1,8,467.76,1323.23,0,1.0655,0.0,0
3541.44,UPI,16,4,11,59,587.07,1,0,1,4,9,2182.44,804.0,1,6.0221,0.1,1
4373.99,ACCOUNT,22,2,1158,60,898.67,0,0,0,0,5,0.0,4763.92,1,4.8618,0.0,0
1809.58,ACCOUNT,7,3,1022,73,332.15,3,2,0,0,8,0.0,2848.04,0,5.4318,0.0,0
3670.2,UPI,22,5,720,47,2411.39,1,0,1,2,6,2948.43,7488.75,1,1.5214,0.1429,0
1140.5,UPI,4,5,918,54,849.18,0,0,0,0,4,0.0,1814.0,0,1.3415,0.0,0
1924.01,UPI,21,4,384,66,1355.39,3,0,3,5,28,6776.93,3541.06,1,1.4185,0.1034,1
696.04,UPI,13,3,763,66,751.57,2,0,0,1,2,743.09,8789.95,0,0.9249,0.0,0
363.47,UPI,13,2,855,54,444.96,0,0,1,1,4,407.91,3682.37,0,0.815,0.2,0
877.31,UPI,5,3,401,60,1103.98,1,0,1,3,8,3371.79,2359.53,0,0.794,0.1111,0
474.0,ACCOUNT,15,3,279,68,560.02,0,0,0,0,7,0.0,3917.8,0,0.8449,0.0,0
783.5,UPI,19,1,802,61,525.3,5,0,0,1,3,597.59,6749.47,0,1.4887,0.0,0
3408.4,UPI,9,6,1412,61,2134.75,0,0,0,2,8,4870.58,4517.47,0,1.5959,0.0,0
800.21,UPI,2,6,708,60,1133.53,1,0,1,2,8,1601.84,4109.23,1,0.7053,0.1111,0
2664.43,ACCOUNT,12,6,1355,51,1520.75,0,0,0,1,4,1330.9,3817.48,0,1.7509,0.0,0
512.59,ACCOUNT,7,0,1281,48,559.49,3,0,1,2,8,1043.64,2860.19,0,0.9146,0.1111,0
443.25,ACCOUNT,8,0,1124,47,431.12,0,0,0,1,5,593.81,1947.57,0,1.0258,0.0,0
457.55,UPI,8,1,1344,55,585.4,1,0,0,0,5,0.0,4784.51,1,0.7803,0.0,0
1155.21,ACCOUNT,13,4,634,63,1131.56,0,0,0,0,1,0.0,3313.75,1,1.02,0.0,0
349.74,UPI,10,1,1146,71,609.37,1,0,0,1,2,789.19,10448.43,0,0.573,0.0,0
208.86,ACCOUNT,14,2,242,64,514.43,4,0,0,0,3,0.0,24478.63,0,0.4052,0.0,0
380.43,ACCOUNT,23,5,499,49,351.81,1,0,0,3,8,1282.93,10922.19,1,1.0783,0.0,0
2441.23,ACCOUNT,11,4,862,64,652.48,1,1,0,1,4,830.55,1347.81,0,3.7357,0.0,1
456.52,UPI,20,3,85,61,456.24,0,0,0,1,4,597.95,6647.25,0,0.9984,0.0,0
1200.68,UPI,18,0,1154,42,1290.03,0,0,0,1,7,1663.8,365.43,0,0.93,0.0,0
564.42,UPI,23,3,1390,52,328.97,2,0,1,1,5,396.56,1274.57,0,1.7105,0.1667,0
1642.09,ACCOUNT,23,2,184,60,1216.96,2,0,1,2,7,3035.47,2599.71,1,1.3482,0.125,0
1016.07,ACCOUNT,9,4,1488,74,717.23,0,0,0,2,7,1004.47,6140.05,0,1.4147,0.0,0
1517.77,ACCOUNT,23,4,159,46,1099.5,0,0,0,0,4,0.0,524.74,0,1.3792,0.0,0
462.52,UPI,6,3,216,58,412.35,0,0,0,2,8,1100.68,5997.71,0,1.119,0.0,0
120.96,ACCOUNT,4,2,1150,50,187.66,0,0,0,1,4,166.51,626.45,0,0.6412,0.0,0
6285.89,UPI,13,3,1037,67,5540.96,3,0,3,10,22,55409.55,14646.42,0,1.1342,0.1304,0
450.93,ACCOUNT,21,6,1405,61,478.41,2,0,1,2,6,1006.39,469.83,0,0.9406,0.1429,0
599.52,UPI,2,2,654,57,400.73,1,0,0,1,7,332.16,1312.81,0,1.4923,0.0,0
1318.53,ACCOUNT,2,3,871,62,914.57,1,0,0,0,1,0.0,943.61,0,1.4401,0.0,0
683.43,UPI,14,5,248,58,518.98,4,0,0,1,4,430.92,2390.86,0,1.3143,0.0,0
492.62,ACCOUNT,14,3,1047,54,660.2,1,0,0,1,4,704.61,1033.16,1,0.745,0.0,0
360.72,ACCOUNT,18,1,1497,56,317.12,0,0,1,2,5,802.95,697.23,0,1.1339,0.1667,0
1368.71,UPI,18,6,907,55,1194.39,4,0,2,6,10,9063.21,254.42,0,1.145,0.1818,0
767.21,ACCOUNT,22,5,1401,62,611.99,0,0,0,0,5,0.0,10814.99,0,1.2516,0.0,1
7534.92,UPI,3,3,27,55,552.57,3,0,6,11,23,0.0,6566.01,1,13.6116,0.25,0
505.18,UPI,15,3,1474,57,750.25,1,0,1,2,5,1390.54,7264.82,0,0.6725,0.1667,0
327.57,ACCOUNT,15,6,818,69,380.71,2,0,0,1,3,440.96,11320.94,0,0.8582,0.0,0
151.87,UPI,17,2,241,61,197.35,1,0,0,1,6,200.62,6168.47,0,0.7656,0.0,0
1090.9,UPI,22,3,563,53,851.97,1,0,1,3,10,3333.31,534.78,0,1.2789,0.0909,0
535.35,UPI,21,5,753,52,760.43,0,0,1,3,5,1860.87,3203.67,0,0.7031,0.1667,0
656.18,UPI,15,2,128,73,724.2,0,0,0,0,4,0.0,1246.3,1,0.9048,0.0,0
258.25,ACCOUNT,8,1,1346,57,343.94,0,0,0,0,7,0.0,6545.82,0,0.7487,0.0,0
428.37,UPI,20,6,381,54,558.88,1,0,0,1,4,566.68,1877.29,0,0.7651,0.0,0
214.92,UPI,16,0,1022,59,298.3,1,0,0,1,4,358.15,959.8,0,0.7181,0.0,0
846.01,ACCOUNT,16,6,3,57,193.16,2,0,0,2,5,391.8,3405.1,1,4.3573,0.0,0
163.33,UPI,11,0,668,44,115.56,0,0,0,1,8,158.45,4735.57,0,1.4013,0.0,0
297.65,UPI,14,2,925,72,295.18,2,0,1,1,4,262.38,643.61,0,1.005,0.2,0
1441.67,UPI,2,0,789,79,853.64,0,0,0,0,5,0.0,1513.49,0,1.6869,0.0,0
1990.64,ACCOUNT,23,3,1153,69,1632.83,3,0,0,0,2,0.0,3763.88,1,1.2184,0.0,0
93.44,ACCOUNT,12,0,86,62,135.09,0,0,0,3,3,288.57,5802.74,1,0.6866,0.0,0
1204.44,UPI,21,3,558,62,1374.1,0,1,0,1,3,1089.86,1743.1,0,0.8759,0.0,0
331.92,UPI,22,0,928,53,400.27,2,0,0,2,5,946.9,1500.62,0,0.8272,0.0,0
324.32,UPI,9,1,164,60,293.54,1,0,0,2,6,631.41,13893.24,0,1.1011,0.0,0
10335.96,ACCOUNT,4,5,2,60,790.86,0,1,4,9,22,1476.39,3577.76,1,13.0528,0.1739,0
2390.14,UPI,23,0,959,47,1544.21,1,1,0,2,5,2347.07,11975.21,0,1.5468,0.0,0
524.49,UPI,22,0,34,52,294.28,2,0,0,0,4,0.0,682.47,0,1.7763,0.0,0
830.17,UPI,3,6,47,58,1075.79,2,0,1,4,9,5925.03,12771.18,0,0.771,0.1,0
780.77,UPI,17,0,265,50,672.28,3,0,0,1,4,705.78,2318.68,0,1.1596,0.0,0
1034.6,UPI,8,0,1005,63,910.04,1,0,0,2,3,1873.41,2407.56,0,1.1356,0.0,0
275.37,UPI,7,3,791,70,480.26,1,0,1,1,6,370.94,70.53,0,0.5722,0.1429,0
120.33,ACCOUNT,1,1,738,64,187.01,1,0,0,0,3,0.0,15395.56,0,0.64,0.0,0
3185.26,UPI,18,5,854,71,2442.01,0,0,0,0,4,0.0,664.95,0,1.3038,0.0,0
258.67,UPI,7,1,757,58,211.91,1,0,0,1,10,272.85,1086.54,0,1.2149,0.0,0
3947.57,UPI,14,4,534,68,651.2,2,0,0,1,2,421.33,1178.23,1,6.0527,0.0,0
278.68,UPI,22,0,40,66,335.92,2,1,0,0,2,0.0,11451.78,0,0.8272,0.0,0
868.99,UPI,21,2,71,52,963.72,0,0,1,2,10,2003.82,2645.63,1,0.9008,0.0909,0
532.02,UPI,3,1,1042,59,546.05,0,0,0,1,4,652.78,763.05,0,0.9725,0.0,0
13308.72,ACCOUNT,7,4,1123,53,1214.41,2,0,0,2,4,1851.19,271.39,0,10.95,0.0,1
3021.8,UPI,1,0,382,74,1816.0,0,0,0,1,6,2375.47,1345.01,0,1.6631,0.0,0
