amount,payment_method,hour,day_of_week,account_age_days,total_transactions,avg_transaction_amount,failed_transactions,previous_fraud_count,transactions_last_5min,transactions_last_1hour,transactions_last_24hours,amount_last_1hour,time_since_last_transaction,new_receiver,fraud
5421.41,UPI,9,5,998,37,314.2,1,0,0,2,10,2646.18,5472.418724810329,0,0
1362.01,ACCOUNT,6,5,663,34,1390.8,4,0,0,0,8,782.71,10213.046104038436,1,0
265.91,UPI,7,6,1465,39,782.25,3,0,2,1,6,662.68,5474.783372312219,0,0
1579.98,UPI,2,5,1127,47,273.51,2,0,0,2,4,2564.82,5288.067686536905,1,0
1400.94,UPI,3,1,373,40,812.07,1,0,0,0,16,341.25,1146.019742602966,0,0
599.86,ACCOUNT,11,2,636,47,570.11,1,0,1,0,8,1239.36,10860.888419124132,1,0
1946.05,ACCOUNT,6,0,685,36,478.69,1,0,3,1,13,618.47,10876.89062764063,1,0
206.92,UPI,5,5,1085,48,997.24,3,0,0,2,9,2410.0,5061.987753716797,0,0
2952.97,UPI,12,3,804,39,1562.16,3,0,0,2,8,503.19,6505.296321103743,0,0
455.72,UPI,22,6,1058,31,382.51,4,0,2,2,8,912.35,3781.1822860970206,0,0
409.55,UPI,23,1,386,38,2100.52,2,0,0,1,10,254.55,1061.0550662190747,1,0
978.65,ACCOUNT,22,3,502,31,913.41,1,0,0,1,13,2441.61,4337.94412627489,0,0
1690.83,ACCOUNT,6,5,1261,38,518.61,2,0,0,1,9,1500.75,1471.2283699168997,0,0
1291.97,UPI,12,1,1433,35,291.45,2,0,2,2,9,3367.45,1064.8933439163025,1,0
521.83,UPI,7,2,1100,34,574.7,0,0,0,2,9,1871.41,634.0115023652281,1,0
661.1,UPI,22,3,232,41,716.79,3,0,0,2,16,289.42,2177.6883381394005,0,0
353.17,ACCOUNT,22,4,1189,49,748.89,2,0,0,1,6,646.5,11540.687155637259,0,0
875.96,ACCOUNT,8,6,890,45,458.17,4,0,1,2,11,2661.53,3915.1461722496138,0,0
3213.2,UPI,15,2,1039,46,507.86,3,0,1,1,13,947.69,12299.001768250118,0,0
1091.97,ACCOUNT,6,4,530,42,1933.07,3,0,0,1,10,888.98,313.5247893489017,0,0
2590.0,UPI,7,2,1052,37,168.76,2,0,0,0,5,1044.49,3581.6557026996234,0,0
4700.39,UPI,16,6,938,30,99.04,0,0,1,2,5,571.11,7396.989668770949,1,1
609.1,ACCOUNT,10,2,377,42,905.11,4,0,1,0,6,889.18,488.7465505903687,0,0
909.98,UPI,13,0,1361,45,1637.73,1,0,0,2,7,1565.2,2031.5699295689274,1,0
9616.09,UPI,22,6,928,37,338.97,1,0,0,2,9,641.19,935.7959376155604,0,0
4648.7,ACCOUNT,4,3,482,49,704.9,2,0,1,2,9,2102.87,6811.013150218131,0,0
205.94,ACCOUNT,12,2,93,35,423.73,0,0,0,7,7,3753.44,4233.71206130933,0,0
1615.09,ACCOUNT,23,1,433,35,865.26,1,0,3,4,6,863.21,8604.321059044087,0,0
1097.25,ACCOUNT,21,4,1293,46,627.28,1,0,0,2,10,2307.35,5969.346440803013,1,0
2506.02,ACCOUNT,9,5,1373,30,507.38,3,0,0,1,15,1579.73,5718.866049005711,1,0
520.62,UPI,22,3,593,39,293.4,0,0,0,0,6,1597.53,6295.061601829274,0,0
473.61,UPI,12,3,140,47,453.03,2,0,0,1,8,1516.92,3888.35173297793,0,0
557.76,ACCOUNT,16,0,527,28,410.18,2,0,3,3,9,1366.96,4188.282807938815,1,0
618.98,UPI,19,2,1341,39,307.39,1,0,1,3,7,413.08,633.9703611285263,0,0
2478.29,UPI,7,5,327,39,622.02,4,0,2,3,7,645.48,3659.1522641554348,1,0
336.57,ACCOUNT,0,2,1412,40,422.97,1,0,1,1,6,183.87,931.4448971179659,0,0
588.39,UPI,16,1,430,50,555.47,1,0,0,2,6,639.17,1140.763493130394,1,0
183.27,UPI,8,5,885,40,2985.13,0,0,1,3,8,1506.35,3089.123986986644,0,0
3002.25,UPI,4,3,82,43,574.55,1,0,0,1,11,3378.25,2826.084447064506,0,0
3908.97,ACCOUNT,1,2,647,28,1062.06,2,0,1,7,10,259.33,98.00922129554714,1,0
790.71,UPI,15,4,201,47,1273.01,1,0,1,3,11,2493.02,460.3995549558108,0,0
814.07,UPI,5,2,576,35,318.7,4,0,1,4,6,1787.76,6090.509244622144,0,0
1725.41,UPI,19,0,121,41,1204.4,2,1,1,1,8,606.23,1548.3362742174272,0,1
4790.94,UPI,5,0,410,50,542.58,3,0,0,1,16,1437.82,6659.522076655931,0,0
1650.13,ACCOUNT,19,5,601,44,581.43,3,0,0,1,5,4771.68,281.5646494401,0,0
545.91,UPI,22,1,85,48,320.47,3,0,0,1,13,596.32,596.0794220358816,0,0
217.28,UPI,19,4,528,35,309.8,2,0,0,5,10,415.73,948.0154226102887,0,0
359.56,UPI,18,4,517,34,306.97,3,0,1,0,11,3572.54,2846.8868680798664,0,0
1179.94,UPI,19,6,329,49,3434.47,3,0,0,5,9,2139.53,954.1267971160198,0,0
569.45,UPI,2,0,1378,35,1403.57,1,0,0,0,8,777.83,2636.1413211079116,1,0
1332.71,UPI,8,5,343,42,987.62,2,0,0,0,5,528.38,1240.4246202027703,1,0
630.85,UPI,3,6,731,50,1112.82,0,0,0,1,4,554.63,901.6332328303534,0,1
380.64,ACCOUNT,23,3,967,48,182.98,3,0,0,1,12,5393.03,4485.094002751766,0,0
337.97,ACCOUNT,20,6,226,40,737.53,0,0,0,2,10,1849.49,3295.056866170015,1,0
5230.98,UPI,3,2,989,44,220.38,0,0,0,1,7,498.75,176.84892537669842,0,0
2667.74,UPI,4,2,68,55,382.3,1,0,2,1,6,1081.26,1971.1276075827584,0,0
6188.93,UPI,13,6,1075,35,835.86,2,0,0,5,7,7091.21,7608.92575383411,1,0
1881.74,UPI,1,5,1360,34,660.61,7,0,0,1,16,325.42,1589.9645113108675,0,0
713.38,UPI,18,1,1085,40,640.19,2,0,1,1,10,414.93,16038.30417015647,0,0
4118.9,ACCOUNT,12,0,749,40,417.95,1,0,0,2,8,8810.83,995.8847818001758,1,0
1060.96,ACCOUNT,17,1,98,43,1508.72,1,0,0,2,7,349.77,8852.248147079603,1,0
1367.64,ACCOUNT,19,3,760,42,1495.27,3,1,2,1,10,1036.31,23819.67246075131,0,0
1050.66,ACCOUNT,2,1,43,37,5452.83,2,0,0,2,10,1778.43,4340.34178377375,0,0
57.58,UPI,3,6,1039,33,186.3,2,0,0,2,11,625.99,4319.987774808126,1,0
5457.44,UPI,8,3,625,32,1060.86,4,1,0,1,11,361.29,2914.972407515676,0,0
1791.85,UPI,0,5,68,44,446.34,0,0,0,1,3,777.24,749.3786389596391,0,1
1525.11,ACCOUNT,10,6,808,33,1351.38,2,0,0,4,11,133.25,12949.773912839608,0,0
1030.94,UPI,15,1,1424,34,500.55,2,0,0,3,14,113.66,5695.423536827529,0,0
1291.33,ACCOUNT,15,5,128,44,1029.18,3,0,3,3,10,720.95,975.8645823111327,0,0
603.48,ACCOUNT,20,0,739,47,1262.22,3,0,1,0,6,663.44,1407.3920812759384,0,0
2031.6,UPI,15,3,580,39,1685.51,2,0,0,0,9,3813.41,524.9862936217431,1,0
296.75,UPI,10,6,858,41,360.78,0,0,1,3,6,803.45,4590.6298220355575,0,0
1320.9,ACCOUNT,10,5,1183,35,629.85,2,0,0,2,9,763.57,3216.202376730681,0,0
1922.87,ACCOUNT,5,5,234,36,566.49,1,0,0,5,9,392.57,747.0364340557314,0,0
899.04,UPI,22,5,511,39,251.63,3,0,0,3,10,3219.79,6050.040409185095,0,0
1589.01,UPI,22,1,1256,41,727.01,0,0,1,1,8,1681.39,238.99497158237946,1,0
406.94,UPI,7,4,614,37,2713.65,1,0,0,0,11,464.77,3435.97049414911,0,0
417.45,UPI,16,4,504,49,314.64,1,0,1,1,9,4967.24,6407.4840530400725,1,0
1389.52,ACCOUNT,14,4,835,44,655.63,1,0,0,3,10,1354.49,6982.7238775205815,0,0
2161.48,UPI,21,2,356,51,1020.41,2,0,0,3,5,791.58,1446.9488371366012,0,0
168.2,UPI,11,0,634,36,422.19,0,0,1,3,10,3414.59,772.6448372424461,0,0
1848.3,ACCOUNT,5,6,869,34,614.99,3,0,0,3,7,1132.81,1429.8115713365494,0,0
637.02,ACCOUNT,14,3,874,34,1510.47,2,0,0,4,7,5058.7,244.81307571561672,0,0
904.33,ACCOUNT,8,4,1388,40,632.03,1,0,1,3,3,3609.15,573.2742865353309,0,0
287.29,ACCOUNT,1,4,944,40,305.04,2,0,0,4,4,1324.04,9382.928548666296,0,1
467.96,UPI,2,0,1117,42,1158.0,3,2,0,1,3,3899.13,7917.296363772296,0,0
2881.67,UPI,20,3,27,41,479.19,3,0,0,4,4,1594.12,3168.2150665064014,1,0
1133.27,UPI,18,2,318,41,1562.63,2,0,0,6,6,2339.3,2316.032312429609,0,0
747.86,UPI,8,0,167,43,133.31,0,0,1,3,7,3123.8,1451.5265170575142,0,0
976.05,UPI,0,1,147,32,788.13,4,0,0,4,9,111.91,12084.804452327697,1,0
1788.64,ACCOUNT,8,2,1186,38,2799.03,4,0,0,3,8,2036.88,332.53421580422975,0,0
1703.59,ACCOUNT,5,5,1215,37,602.6,0,0,0,2,5,6149.63,1856.115996987803,0,0
1017.37,UPI,6,1,517,41,53.61,5,0,0,3,9,16543.25,2871.634412298065,0,0
3271.35,UPI,21,3,1387,44,313.21,1,1,0,1,8,243.49,388.0570042865571,0,0
2894.2,UPI,5,4,228,44,264.53,3,0,1,1,8,4325.65,6629.017674289682,1,1
1658.01,UPI,8,1,1151,33,955.26,1,0,0,3,6,2123.2,230.67342376169307,0,0
1158.19,UPI,5,0,503,34,152.5,0,0,1,1,8,6295.56,865.6985531539563,0,0
2116.08,ACCOUNT,3,3,1068,38,778.93,3,0,1,1,7,511.67,166.52995129481502,1,0
1501.57,ACCOUNT,11,5,630,42,886.25,0,0,1,2,3,463.59,438.14610066547385,0,0
3167.82,UPI,0,5,601,44,242.1,1,0,1,4,7,2810.1,2597.4609683492986,0,0
2696.1,UPI,15,2,616,44,381.01,2,0,1,2,8,551.05,1014.221589684079,0,0
396.13,ACCOUNT,17,3,1073,37,1870.53,1,0,0,0,6,1296.61,3628.502394515962,1,0
370.2,ACCOUNT,23,2,316,40,475.03,0,0,0,0,8,116.01,1025.4269214087933,0,0
543.89,UPI,16,6,22,43,1537.17,3,0,0,1,12,2252.66,12642.78057760031,0,0
2910.67,UPI,14,2,57,41,3346.58,2,0,1,2,6,1105.39,7222.850479749494,0,0
226.71,ACCOUNT,20,4,511,37,347.92,1,0,0,0,7,1033.28,2375.439606811336,0,0
1627.43,UPI,17,2,1482,45,615.53,2,0,1,4,7,1898.84,4867.061409613929,1,0
1575.84,UPI,16,0,109,32,812.06,2,0,0,3,6,590.75,507.2795659004754,1,0
3507.46,UPI,4,1,1167,40,140.71,3,1,0,1,4,4540.99,8559.174907092449,0,0
1313.35,UPI,12,6,1386,37,476.29,2,0,2,3,8,1591.36,3365.449986437515,0,0
286.23,UPI,12,2,1139,42,950.74,0,0,0,0,11,1113.97,5011.047713679225,1,1
420.16,ACCOUNT,2,6,548,45,1774.78,2,0,0,3,10,4440.43,1542.6349572945362,0,1
336.3,UPI,23,6,537,38,1073.37,2,0,0,1,3,2607.34,6014.393102052774,1,0
640.38,UPI,6,0,568,44,597.19,3,0,0,2,7,1705.04,106.98740541245272,0,0
913.33,ACCOUNT,8,3,1418,45,1752.93,0,0,1,1,9,1900.32,3221.5855523000346,0,0
341.91,UPI,2,4,854,45,216.51,1,1,1,4,8,837.26,493.9731018504999,0,1
4772.67,ACCOUNT,5,6,66,45,2200.27,1,0,0,3,12,219.0,2277.3118312548563,0,0
291.41,ACCOUNT,13,5,748,41,1043.22,2,0,0,1,6,939.25,2510.9763948966206,0,0
4213.73,UPI,14,6,673,46,2078.27,1,0,0,2,9,1352.39,2836.6124836248105,0,0
3587.33,ACCOUNT,14,0,817,30,199.99,2,0,0,2,8,1353.77,2975.6238097883183,1,0
2692.71,UPI,15,0,93,37,451.14,3,0,0,0,9,229.59,4541.673361298557,0,0
547.98,UPI,7,5,1285,48,1923.4,1,0,1,2,16,470.78,3173.1668581092927,0,0
1544.49,UPI,5,6,356,30,610.59,1,0,0,4,8,4682.35,3065.188607579171,1,0
305.71,UPI,20,4,1312,45,261.38,1,0,1,5,9,2360.23,1151.7192491936844,0,0
2726.86,ACCOUNT,1,2,411,45,1183.02,2,1,0,0,6,118.54,423.7988069381335,0,0
1018.43,ACCOUNT,20,2,1138,34,2087.87,4,0,0,3,13,2164.55,11528.403719966238,0,0
728.28,UPI,18,1,1188,44,230.0,2,0,0,3,9,139.22,6919.697044031519,0,0
322.55,ACCOUNT,22,1,1349,32,549.07,1,0,1,1,6,5400.37,3512.0308690896027,0,0
92.06,UPI,0,2,1328,45,1232.19,1,0,1,0,6,1287.39,53.80693389318759,0,0
388.18,UPI,6,2,30,37,135.22,3,0,1,2,6,1305.9,31.675065554744663,0,0
3336.9,UPI,0,4,1166,44,166.75,0,0,1,2,5,200.71,2258.8707001354096,1,0
733.02,UPI,12,4,552,34,2107.85,0,0,0,4,9,2995.09,774.5708013145783,1,0
925.81,ACCOUNT,8,6,1248,40,891.57,2,0,0,0,8,732.71,11046.405991245836,0,0
2112.35,UPI,13,5,680,35,547.89,0,0,0,4,7,478.83,7048.413016485259,0,0
6671.96,UPI,1,0,1224,35,777.71,4,0,1,0,4,325.64,9481.296762465061,0,0
4125.76,UPI,7,6,1309,40,328.19,2,0,0,2,8,972.16,8828.170213284853,0,0
414.75,ACCOUNT,18,0,1045,34,1009.02,2,0,0,3,6,563.59,3112.2440707811356,1,0
157.19,UPI,19,6,1266,42,1367.65,2,0,1,4,9,1648.44,2982.024437920172,0,0
11609.91,ACCOUNT,13,4,780,40,16134.8,2,0,1,2,7,695.65,1519.8645397506705,0,0
10604.05,UPI,6,3,714,46,412.0,1,0,1,2,14,681.95,447.3184976507831,0,0
1324.05,UPI,16,0,378,48,216.15,0,0,0,2,7,3179.37,1409.9704113474304,0,0
307.82,ACCOUNT,5,5,686,39,1690.23,2,0,0,2,9,764.15,15232.943875435834,0,0
2873.33,UPI,6,4,330,43,971.01,2,0,1,1,6,856.24,2815.5997286445777,0,0
984.38,UPI,1,3,793,35,618.22,1,0,0,1,2,1608.56,5033.733850795026,1,0
979.48,UPI,11,2,32,42,475.81,7,0,0,2,15,196.37,2748.316711424549,0,0
2682.38,UPI,11,4,589,38,571.06,4,0,0,3,8,443.35,2191.491849075874,1,1
1532.07,UPI,17,4,1493,46,1079.68,2,0,1,1,9,465.34,9329.00007347878,1,0
335.02,UPI,13,6,909,37,2835.36,1,0,1,4,6,2021.1,10036.551656606109,0,0
792.55,UPI,1,5,855,38,1512.24,0,0,3,2,6,73.01,1200.9870903314861,0,0
2124.21,UPI,7,4,139,38,676.37,2,0,2,1,13,5745.59,1902.9734619968335,0,0
1826.67,UPI,20,5,1206,43,192.96,2,0,0,1,10,366.31,2917.80237268339,0,0
1425.13,ACCOUNT,17,0,358,33,287.78,0,0,1,2,4,576.88,3694.416377765911,0,0
2788.96,ACCOUNT,2,2,1088,47,1129.67,3,0,1,1,11,2804.48,1826.9516330202948,1,0
763.78,UPI,10,6,502,37,579.92,2,0,0,4,3,1598.81,7657.098683116974,1,0
1311.16,UPI,13,4,395,30,385.44,4,0,0,1,6,858.18,11096.236448101348,0,0
37.5,ACCOUNT,19,3,423,41,576.06,2,0,0,2,8,1247.58,5381.7678493070425,0,0
699.49,ACCOUNT,12,1,993,29,1049.42,0,0,0,3,8,458.75,169.09463512377832,0,0
2354.07,UPI,21,3,218,35,1807.55,0,0,1,3,11,313.91,1260.2070554513386,1,0
742.19,ACCOUNT,17,5,564,53,716.31,3,0,0,1,11,685.83,11135.393892657417,0,0
687.99,UPI,6,6,54,42,170.59,1,0,1,2,4,4530.28,6870.11895257584,1,0
387.05,UPI,19,0,1171,41,511.31,8,0,0,3,7,940.05,4749.813993722225,1,0
2991.01,UPI,1,6,475,47,937.39,2,0,0,2,5,492.67,683.56954442748,1,0
1897.82,UPI,20,1,233,30,3418.63,1,0,0,2,9,1121.26,2566.275745363743,1,0
2503.42,UPI,22,3,167,58,911.55,0,0,1,4,7,1205.4,2450.283633394259,0,0
195.15,UPI,9,0,1056,42,1103.63,0,0,0,2,3,10420.49,2270.2419174301813,0,0
934.07,UPI,4,0,64,45,673.51,1,0,0,0,6,7737.31,450.81815582603076,1,0
828.73,ACCOUNT,21,2,294,37,610.69,2,0,0,2,10,439.41,1014.6993985084985,0,0
828.34,UPI,20,4,1380,43,2333.23,0,0,3,2,11,2339.42,1034.1986821829312,0,0
592.28,UPI,15,5,453,50,808.23,2,0,1,3,8,2634.09,11616.10564342697,0,0
775.8,UPI,2,2,364,29,1292.65,0,0,1,2,4,830.26,109.64496750815677,0,0
2564.82,UPI,6,2,1431,26,337.52,1,1,1,4,5,3571.66,9188.96417382296,0,0
161.93,ACCOUNT,17,2,790,42,912.72,2,0,0,1,13,1970.4,3816.3489756028625,1,0
6485.31,UPI,21,1,479,35,669.74,0,0,0,1,8,7754.49,889.1849890840662,1,0
1779.06,UPI,19,4,456,41,776.25,2,0,0,2,3,1709.79,1735.6017657664283,0,0
1051.18,ACCOUNT,12,6,989,33,167.69,1,0,1,0,6,6846.45,2535.4869789381173,0,0
2715.78,ACCOUNT,12,0,326,31,681.72,3,0,0,2,6,685.88,14477.38803974104,1,0
256.77,ACCOUNT,21,5,737,39,693.02,0,0,0,1,8,265.21,2976.95488011607,0,0
564.14,UPI,23,5,286,41,415.04,3,0,0,2,8,1229.41,199.0022681241562,0,0
971.58,ACCOUNT,17,5,502,46,1601.77,2,0,0,0,4,1439.5,11049.69471991643,0,0
4296.52,UPI,21,6,1189,38,78.88,5,0,0,0,5,1132.15,1784.1259400161678,0,0
1046.81,ACCOUNT,5,1,73,58,373.25,0,0,2,1,8,1373.81,2332.2927232433763,1,0
1719.96,ACCOUNT,21,1,917,28,1290.43,1,0,1,2,6,6375.98,5516.996786553145,1,0
608.15,ACCOUNT,6,2,837,38,1673.96,0,0,1,3,3,382.83,1650.9886780581037,0,0
1784.41,ACCOUNT,0,5,1425,37,1836.53,2,0,2,0,10,1360.74,1724.9467331573892,0,0
5867.83,ACCOUNT,7,0,622,27,348.3,2,0,0,2,9,1448.47,1410.3753796178405,1,0
2967.65,UPI,4,2,1010,37,226.12,5,0,0,1,8,1412.95,959.5827341891772,1,1
1010.85,ACCOUNT,1,3,945,44,1633.1,1,0,1,3,7,1008.9,1292.4734329196374,0,0
2154.88,ACCOUNT,16,4,373,41,667.13,1,0,0,0,8,324.32,5527.830781014835,0,0
1953.77,UPI,17,3,44,49,577.71,2,0,3,1,8,1130.87,1232.4074021947065,0,0
1819.99,UPI,20,4,1193,52,2433.24,2,0,1,2,6,3504.96,363.12616938485166,1,0
3334.08,ACCOUNT,9,1,854,43,966.91,2,0,0,4,4,220.2,1674.1232669802012,0,0
3309.25,UPI,1,3,276,53,703.51,1,0,1,0,5,6140.83,6102.582006106299,0,0
965.69,UPI,19,5,485,38,274.25,3,0,0,1,7,1301.1,7748.94308792182,0,0
2083.66,UPI,21,3,1469,34,3040.18,3,0,0,0,10,2331.22,2426.903587218024,0,0
747.63,UPI,6,2,1198,45,933.49,2,0,0,0,6,3202.6,4073.3680144871205,0,0
435.69,ACCOUNT,3,2,1462,35,2123.97,4,0,2,2,7,547.75,7520.543385459629,0,0
837.57,UPI,17,4,1222,36,362.39,4,0,0,0,3,2503.02,723.7207927089341,0,0
1016.09,ACCOUNT,18,6,793,42,1008.57,4,0,0,1,13,1330.82,1680.7070685089975,0,0
208.18,ACCOUNT,0,1,376,38,2236.31,2,0,0,2,4,623.18,6774.855418184667,0,0
2592.38,UPI,11,5,743,35,978.32,3,0,0,1,11,1684.86,156.5592769451848,0,0
68.9,ACCOUNT,13,5,310,35,606.77,0,0,1,5,7,4279.08,1010.4167409747547,0,0
16561.18,ACCOUNT,15,4,1356,43,308.37,1,0,1,4,7,3927.81,4642.922815270148,1,0
4924.01,ACCOUNT,20,4,627,34,422.23,2,0,0,1,5,4249.44,5584.521932922342,0,0
844.71,UPI,5,6,314,33,914.93,0,0,0,1,10,4947.8,8254.234751775499,0,0
1107.02,UPI,19,5,671,33,629.3,1,0,0,2,6,346.58,2962.200130814928,0,0
1484.71,ACCOUNT,9,2,473,52,1691.35,3,0,4,1,4,403.62,2511.5741442604567,0,0
608.4,UPI,18,4,831,43,1264.55,1,0,1,1,3,399.23,1671.607044375671,0,0
1329.58,ACCOUNT,16,4,887,46,223.03,1,0,0,1,8,1744.37,854.0564850551638,0,0
949.56,UPI,1,1,343,35,592.9,7,0,0,0,6,1091.52,2016.3302276050256,0,0
997.97,ACCOUNT,0,5,1278,34,1008.64,3,0,1,1,9,2499.83,2147.1483865481136,0,0
1314.83,ACCOUNT,20,3,195,37,2729.13,2,0,0,4,7,1044.88,2356.3428612627667,0,0
294.85,UPI,18,6,282,39,379.21,2,0,0,5,8,576.92,3065.5788574584717,0,0
1140.9,UPI,3,0,751,44,465.05,1,0,0,4,8,1372.75,818.8579017323601,0,0
1291.36,ACCOUNT,19,0,994,41,1447.7,3,0,1,3,7,6116.23,10636.847635081758,0,0
1247.44,UPI,13,3,980,42,677.82,1,0,0,2,11,1278.47,761.1160946478725,0,0
883.75,UPI,10,5,1234,24,217.58,1,0,1,1,11,172.6,878.1764571709123,0,0
3421.58,UPI,18,2,312,40,1059.55,1,0,0,2,8,1095.13,1713.7027108629516,0,0
769.97,UPI,10,3,1299,36,790.72,2,0,0,0,5,2318.29,4027.3128051048884,1,0
1376.54,ACCOUNT,19,0,1047,40,535.93,3,0,1,6,9,856.8,400.88854369869534,0,0
4013.01,UPI,23,5,169,42,464.46,0,0,2,4,10,407.21,5424.847717771471,0,0
1012.95,ACCOUNT,19,6,264,46,2016.03,2,0,0,1,10,5445.4,243.4652646140758,0,0
1358.94,UPI,22,4,1286,29,1116.89,3,1,0,0,6,1167.81,4096.959330768148,1,0
995.87,UPI,7,3,895,42,1590.42,2,0,1,2,13,1397.8,467.67180729009556,1,0
3779.59,ACCOUNT,17,2,102,42,666.15,2,0,0,3,11,1092.05,291.28299799437616,0,0
847.49,ACCOUNT,3,4,325,32,613.42,1,0,1,2,6,1320.39,1428.284172426337,1,0
3957.45,UPI,1,3,1473,31,1121.01,0,0,0,3,10,10145.34,147.47537898259122,1,0
988.72,UPI,14,6,1151,37,221.44,1,0,0,3,7,204.17,1697.6543576703339,0,0
464.3,UPI,8,0,590,45,986.8,2,0,1,0,11,1829.98,7939.0905418649145,0,0
2163.26,ACCOUNT,13,5,212,37,913.19,1,0,1,3,9,331.78,7998.24551298948,0,0
808.62,ACCOUNT,18,0,259,34,807.97,3,0,0,2,9,825.53,4233.230730526165,0,0
2039.58,ACCOUNT,23,1,849,34,5023.76,1,0,2,0,4,387.16,48.52441001717104,0,0
71.56,ACCOUNT,22,4,953,35,595.45,0,0,0,2,9,810.57,1518.83636967905,0,0
1102.36,UPI,0,4,988,52,848.26,5,0,0,6,11,778.48,387.0807694872175,0,0
692.56,UPI,3,4,1466,40,182.43,1,0,0,2,9,760.0,2413.0843759406025,1,0
378.7,UPI,3,1,151,47,69.75,4,0,0,1,7,2539.92,11302.823841874351,0,0
630.66,UPI,2,2,485,38,227.47,2,0,0,1,7,516.9,2155.8616334780436,1,0
617.88,ACCOUNT,10,1,62,35,2210.71,1,0,1,0,7,2407.57,4432.600725960494,0,0
1045.25,UPI,4,1,146,31,469.98,4,0,0,3,10,348.49,2270.554175622356,0,0
279.41,UPI,21,6,1397,46,439.81,2,0,2,2,6,540.62,2619.159105180085,0,0
1504.59,UPI,22,5,379,39,1367.13,2,0,1,4,9,2265.62,3707.5439505844392,1,0
4299.33,ACCOUNT,13,2,706,45,261.64,0,0,1,2,9,4679.73,5429.892651995882,0,0
1452.34,UPI,0,4,336,47,389.31,2,0,1,1,11,1143.95,300.16633758010937,0,0
2462.64,UPI,0,3,390,40,430.79,1,0,0,2,9,987.84,261.0675874788178,0,0
3276.6,UPI,16,3,1337,35,332.61,3,0,0,1,7,2747.53,2092.7992735289813,0,0
3776.26,ACCOUNT,3,6,218,42,1479.94,2,0,0,2,9,4962.46,5661.866108369721,0,0
7116.27,UPI,16,4,1153,55,1904.95,2,0,1,3,8,8985.35,965.1095970571554,0,0
665.67,UPI,12,4,1387,35,1565.49,1,0,0,1,6,1532.05,2294.083297763508,0,0
534.6,ACCOUNT,10,0,967,47,921.97,3,0,0,4,10,179.59,2686.4701548607964,0,0
2400.58,UPI,19,1,1100,38,5041.8,4,0,0,1,13,431.19,5449.992621906608,0,0
2226.68,UPI,11,1,42,39,381.53,2,0,0,3,11,317.51,40.94888694905173,1,1
2381.95,UPI,18,6,1373,31,775.66,2,0,1,0,7,769.6,6493.159031581487,0,0
7253.81,ACCOUNT,10,4,1170,41,483.65,0,0,0,2,6,1470.47,418.66868609070156,0,0
1109.17,UPI,15,5,1449,36,790.99,1,0,0,1,6,754.03,2400.833240344309,0,0
1679.34,ACCOUNT,7,5,565,36,202.99,1,0,0,1,10,1673.49,2407.3196401628215,0,0
411.42,ACCOUNT,17,6,787,38,281.43,3,1,0,2,6,239.44,2054.5814747435406,0,0
9277.26,ACCOUNT,22,6,821,35,1693.2,1,0,0,2,8,2357.08,2888.904983696994,0,0
783.25,UPI,15,1,517,28,385.28,4,0,0,5,6,3361.85,2350.2797332080204,0,0
805.76,ACCOUNT,10,2,1325,32,302.21,4,0,1,3,6,416.12,1282.4457070065848,0,0
775.3,UPI,17,6,335,42,155.8,0,1,0,1,11,514.72,3904.6803788032353,0,0
575.42,UPI,2,6,77,38,392.95,1,0,0,0,11,1273.28,1466.0129111138222,0,0
528.77,UPI,0,1,386,34,1421.29,1,0,0,5,8,670.17,284.36719885036814,0,0
649.56,UPI,7,2,1025,35,327.4,0,0,0,3,9,877.6,8666.430154686293,0,0
279.84,ACCOUNT,17,3,794,35,395.46,1,0,1,0,10,1420.52,7569.464730763468,0,0
500.04,UPI,9,5,217,41,863.21,2,0,0,2,10,322.92,1212.7170858417553,1,0
7699.9,UPI,9,2,295,39,126.6,4,0,0,3,11,3177.77,3539.451416928406,0,0
2288.51,UPI,17,0,1235,45,402.53,3,0,1,5,8,1525.9,587.465252951031,0,0
2768.07,UPI,20,3,848,45,1130.79,3,0,2,1,12,2494.09,10299.034461766336,1,0
3558.91,UPI,19,6,1031,39,566.95,2,0,2,2,5,817.67,1062.4727604978248,0,0
6864.61,ACCOUNT,18,4,833,43,330.08,1,0,1,4,5,443.97,10314.484262607953,1,0
186.53,UPI,0,2,1110,43,1079.71,3,0,1,6,8,976.01,7476.43952833652,0,0
320.58,ACCOUNT,0,1,107,38,2148.97,0,0,0,1,10,311.9,376.8309174472004,0,0
490.92,UPI,0,0,1426,40,1742.95,4,0,0,4,5,3290.06,12131.841874324266,0,0
685.58,UPI,16,0,699,43,1002.2,3,0,0,4,8,2302.14,5392.086834256538,0,0
811.94,ACCOUNT,10,0,154,26,404.14,1,0,1,1,13,3930.42,5914.805260557823,0,0
701.36,UPI,5,5,705,37,593.88,7,0,0,3,4,618.75,4422.111133983513,1,0
1365.55,UPI,20,1,853,51,3149.87,0,0,1,2,8,2298.38,6852.000862982262,0,0
1136.03,ACCOUNT,9,4,1332,50,259.37,2,0,0,4,11,6879.32,258.66608603084677,0,0
532.28,ACCOUNT,19,6,285,40,675.07,2,0,0,1,11,1354.08,4635.940507223576,0,1
124.52,ACCOUNT,15,3,751,37,132.42,1,0,0,5,11,1795.01,3596.699976501019,0,0
406.32,UPI,3,0,1290,37,271.33,1,0,1,3,14,4746.9,862.2272837850221,0,0
