amount,payment_method,hour,day_of_week,account_age_days,total_transactions,avg_transaction_amount,failed_transactions,previous_fraud_count,transactions_last_5min,transactions_last_1hour,transactions_last_24hours,amount_last_1hour,time_since_last_transaction,new_receiver,amount_ratio,velocity_5min_ratio,fraud
136.39,ACCOUNT,13,0,1278,63,610.15,5,0,1,1,1,762.34,1877.38,1,0.2232,0.5,0
9279.91,UPI,2,6,531,45,3698.81,0,0,1,1,2,3095.79,2441.59,0,2.5082,0.3333,0
1575.62,ACCOUNT,12,6,1124,45,1043.25,1,0,0,0,7,0.0,8674.94,0,1.5088,0.0,0
373.67,UPI,18,4,1440,45,442.13,0,0,0,0,6,0.0,3477.74,0,0.8433,0.0,0
855.73,ACCOUNT,5,6,1152,55,1165.67,0,0,0,1,5,1069.2,2681.75,0,0.7335,0.0,0
5195.67,UPI,1,1,982,54,7262.71,2,0,0,0,3,0.0,1170.0,0,0.7153,0.0,0
135.92,UPI,2,1,287,40,707.8,2,0,0,0,5,0.0,2079.26,1,0.1918,0.0,0
208.22,UPI,8,4,1400,41,958.78,3,0,0,0,4,0.0,5287.73,0,0.217,0.0,0
674.15,ACCOUNT,17,2,639,37,209.13,3,0,0,3,8,790.04,2240.5,0,3.2083,0.0,0
168.58,ACCOUNT,1,4,935,47,563.67,2,0,0,1,5,811.36,14752.36,0,0.2986,0.0,0
3942.45,UPI,4,1,918,50,1635.87,2,0,0,0,2,0.0,2413.15,0,2.4085,0.0,0
1332.08,ACCOUNT,16,5,370,45,693.82,0,0,0,1,4,698.46,4635.37,0,1.9172,0.0,0
1577.67,UPI,9,0,905,40,2457.04,0,0,0,0,4,0.0,7762.74,0,0.6418,0.0,0
2810.06,UPI,17,0,586,44,2272.25,0,0,0,1,5,1275.27,1265.47,0,1.2361,0.0,0
209.34,ACCOUNT,16,4,525,48,354.0,1,0,0,0,2,0.0,13224.15,1,0.5897,0.0,0
739.59,UPI,14,0,1288,40,1237.55,2,0,1,1,3,763.21,13838.06,0,0.5971,0.25,0
1332.22,ACCOUNT,23,3,1083,42,1292.01,2,0,0,2,9,3716.84,7756.3,0,1.0303,0.0,0
1235.26,UPI,4,6,734,49,1550.36,1,0,0,2,8,2614.09,4886.72,0,0.7962,0.0,0
514.84,UPI,12,4,29,43,339.09,0,0,0,1,7,427.57,1831.16,0,1.5139,0.0,0
99.05,UPI,11,1,1063,46,490.68,1,0,0,0,4,0.0,515.76,0,0.2014,0.0,0
508.79,ACCOUNT,7,5,1107,45,310.48,2,0,0,1,2,378.19,6543.49,0,1.6334,0.0,0
3119.48,ACCOUNT,12,1,250,57,846.33,0,0,0,0,0,0.0,3955.37,0,3.6815,0.0,0
95.56,UPI,23,4,1135,40,647.74,2,0,0,2,5,1169.72,3143.38,0,0.1473,0.0,1
1814.22,UPI,17,5,600,64,2012.47,1,0,0,0,5,0.0,4293.68,0,0.901,0.0,0
896.1,UPI,17,6,1099,45,1757.94,4,0,0,0,4,0.0,4271.43,1,0.5095,0.0,0
3041.25,ACCOUNT,4,3,1259,35,1000.82,3,0,0,2,6,2492.79,2974.23,0,3.0357,0.0,0
1094.08,UPI,19,0,1050,41,1257.16,0,0,1,4,5,3730.88,481.46,0,0.8696,0.1667,0
321.28,UPI,21,5,1411,49,420.02,1,0,0,1,5,594.33,1397.57,0,0.7631,0.0,0
309.39,UPI,8,0,115,49,642.43,1,0,0,2,4,1151.66,2506.89,1,0.4808,0.0,0
1380.98,UPI,7,0,487,63,996.18,1,0,0,0,6,0.0,2737.0,0,1.3849,0.0,0
1091.94,UPI,15,6,90,46,612.87,1,0,0,1,13,462.86,997.41,0,1.7788,0.0,0
604.37,UPI,17,1,259,41,616.1,1,0,3,3,10,1942.89,5419.55,0,0.9794,0.2727,1
457.52,UPI,7,0,561,47,684.75,1,0,0,1,9,495.38,7819.71,0,0.6672,0.0,0
179.47,ACCOUNT,17,4,36,37,365.85,2,0,0,1,6,283.81,739.59,0,0.4892,0.0,0
2496.42,UPI,14,0,594,41,1362.41,1,0,0,1,9,1448.16,1664.84,0,1.831,0.0,0
386.33,ACCOUNT,11,3,191,58,693.13,0,0,0,2,7,1482.87,11268.75,0,0.5566,0.0,0
1791.64,UPI,12,1,170,50,2349.74,2,0,0,0,6,0.0,1593.6,0,0.7622,0.0,0
149.51,UPI,8,4,1253,52,374.77,2,0,0,0,6,0.0,2208.02,0,0.3979,0.0,0
181.87,UPI,8,1,1116,46,202.56,1,0,0,1,7,140.09,13852.42,1,0.8934,0.0,0
187.19,UPI,20,4,684,45,1956.31,0,0,0,0,3,0.0,117.12,0,0.0956,0.0,0
2053.07,UPI,14,6,851,44,2329.76,4,0,0,2,6,5013.03,384.13,1,0.8809,0.0,0
1208.02,UPI,6,1,438,49,1782.11,0,0,0,0,4,0.0,688.88,0,0.6775,0.0,0
950.11,UPI,16,6,728,46,706.07,0,0,0,0,3,0.0,979.02,0,1.3437,0.0,0
2471.63,ACCOUNT,14,1,1163,46,2209.68,2,0,1,1,5,2922.03,1728.71,0,1.118,0.1667,0
1182.42,UPI,20,1,782,54,860.57,2,0,0,1,7,986.97,9139.22,0,1.3724,0.0,0
267.45,UPI,3,3,1190,54,514.15,1,0,0,0,5,0.0,6505.03,1,0.5192,0.0,0
1966.74,ACCOUNT,12,5,727,41,831.21,2,0,0,0,5,0.0,1007.39,0,2.3633,0.0,0
4065.56,ACCOUNT,16,2,543,42,3208.01,4,0,0,0,4,0.0,5197.97,0,1.2669,0.0,0
509.41,UPI,1,6,1342,38,500.02,1,1,0,0,6,0.0,2258.46,0,1.0168,0.0,0
857.11,UPI,7,0,1352,50,849.25,0,0,0,1,4,872.25,6353.14,0,1.0081,0.0,0
212.24,UPI,9,2,343,46,378.71,3,0,0,1,3,561.8,1884.15,0,0.559,0.0,0
1896.98,UPI,14,1,695,48,1472.94,1,0,0,0,4,0.0,442.39,0,1.287,0.0,0
1055.77,UPI,1,0,1158,54,1581.82,2,0,0,0,3,0.0,6064.74,0,0.667,0.0,0
1500.79,ACCOUNT,18,2,392,42,527.79,1,0,0,0,4,0.0,1890.94,0,2.8382,0.0,0
1594.88,UPI,1,3,1123,68,2410.08,1,0,0,0,3,0.0,4992.99,0,0.6615,0.0,0
1123.64,ACCOUNT,4,2,1349,42,1079.03,1,0,0,0,5,0.0,202.38,0,1.0404,0.0,0
1192.12,UPI,8,6,354,55,2194.88,0,0,0,1,3,2414.34,1245.47,1,0.5429,0.0,1
313.93,UPI,7,1,230,45,686.61,0,0,0,0,7,0.0,11515.59,1,0.4566,0.0,0
730.29,ACCOUNT,5,1,1417,48,621.34,1,0,0,1,7,556.54,11172.82,0,1.1735,0.0,0
2274.69,UPI,19,3,1493,53,1328.67,2,0,0,0,3,0.0,1092.77,0,1.7107,0.0,0
4576.09,UPI,23,3,1287,51,2395.48,3,0,0,2,4,7006.93,11216.91,0,1.9095,0.0,0
2758.73,ACCOUNT,3,5,920,50,2928.43,0,0,0,1,3,2301.54,5017.52,0,0.9417,0.0,0
1286.66,UPI,1,0,129,62,1430.5,1,0,0,0,1,0.0,4085.45,0,0.8988,0.0,0
5680.13,ACCOUNT,22,5,1373,47,2378.58,0,0,1,2,5,5621.09,6426.83,1,2.387,0.1667,0
868.62,UPI,15,3,299,47,560.27,1,0,0,0,5,0.0,2108.71,0,1.5476,0.0,0
1063.25,ACCOUNT,0,1,269,43,439.77,2,0,0,1,3,355.55,835.1,0,2.4123,0.0,1
1618.88,UPI,20,5,1076,48,1027.35,0,0,0,0,4,0.0,1433.89,1,1.5743,0.0,0
327.0,UPI,1,4,584,46,273.26,2,0,0,1,5,306.21,6051.6,0,1.1923,0.0,0
1023.47,ACCOUNT,23,4,1301,64,1114.76,2,0,0,0,6,0.0,1800.54,0,0.9173,0.0,0
2348.85,UPI,5,4,1310,55,2587.6,0,0,0,0,7,0.0,530.88,0,0.9074,0.0,0
295.59,UPI,1,1,1208,68,146.15,2,0,0,1,5,193.54,1907.14,1,2.0088,0.0,0
520.6,ACCOUNT,22,4,1255,53,332.81,0,0,1,3,7,885.25,3093.82,0,1.5596,0.125,0
801.08,ACCOUNT,17,5,819,41,1392.25,0,0,0,1,4,1537.13,1505.92,0,0.575,0.0,0
2498.44,ACCOUNT,16,3,1307,49,1055.74,2,0,0,1,4,1488.53,779.21,0,2.3643,0.0,0
2564.52,UPI,20,6,1373,50,945.22,1,0,0,0,3,0.0,2687.62,0,2.7103,0.0,0
1604.54,ACCOUNT,13,4,421,46,2315.71,0,0,0,0,7,0.0,395.97,0,0.6926,0.0,0
2680.11,UPI,6,6,638,51,2835.16,1,0,0,1,4,1999.39,8316.13,1,0.945,0.0,0
663.63,ACCOUNT,9,0,926,49,670.6,3,0,0,1,3,827.91,1930.29,0,0.9881,0.0,0
1890.68,ACCOUNT,22,3,1289,37,957.55,3,0,0,1,5,1190.77,5365.44,0,1.9724,0.0,0
933.05,ACCOUNT,12,5,585,58,2468.26,0,0,0,0,8,0.0,372.11,1,0.3779,0.0,0
745.39,ACCOUNT,2,2,390,45,2014.26,0,0,1,1,8,1014.94,828.32,0,0.3699,0.1111,0
1623.6,ACCOUNT,3,6,481,53,623.93,0,0,0,0,10,0.0,641.75,0,2.598,0.0,0
185.8,UPI,20,1,1199,58,458.94,1,0,1,1,5,275.69,1832.17,0,0.404,0.1667,0
5558.41,UPI,11,1,780,58,1653.94,2,0,0,0,6,0.0,8286.33,0,3.3587,0.0,0
2013.45,ACCOUNT,21,2,383,49,1621.78,1,0,0,0,3,0.0,5785.27,1,1.2407,0.0,0
601.19,ACCOUNT,12,3,1072,68,1190.24,1,0,0,0,3,0.0,4924.82,0,0.5047,0.0,0
842.5,UPI,23,2,990,52,705.28,2,0,0,1,5,593.24,2275.85,0,1.1929,0.0,0
555.91,UPI,18,6,778,46,1148.25,1,0,0,1,3,1198.45,17906.3,0,0.4837,0.0,0
2607.73,UPI,4,6,929,48,1765.28,2,0,1,2,8,1855.02,1748.68,0,1.4764,0.1111,0
3335.95,UPI,11,6,346,48,1342.39,2,1,0,0,3,0.0,1495.8,0,2.4832,0.0,0
1412.48,UPI,19,3,274,53,818.66,3,0,0,1,7,1217.52,1784.84,0,1.7232,0.0,0
1788.83,ACCOUNT,12,3,1211,67,988.64,2,0,0,1,12,907.31,93.36,0,1.8076,0.0,0
1307.91,UPI,12,2,1020,55,1441.43,2,0,0,0,2,0.0,525.55,0,0.9067,0.0,0
209.87,ACCOUNT,10,2,1466,59,665.54,0,0,0,0,1,0.0,186.32,0,0.3149,0.0,0
1966.34,UPI,6,0,1408,59,1303.88,0,0,0,1,6,1767.76,1058.61,0,1.5069,0.0,0
1305.62,UPI,18,6,544,46,1300.14,4,0,0,0,2,0.0,1465.2,0,1.0034,0.0,0
1340.69,UPI,12,4,694,46,569.54,1,0,0,1,6,404.56,1453.48,0,2.3499,0.0,0
928.77,UPI,8,5,1274,44,535.35,0,0,0,1,4,802.63,4246.55,0,1.7317,0.0,0
570.77,UPI,2,4,6,41,3072.29,0,0,0,1,3,3025.51,1272.47,0,0.1857,0.0,0
407.94,UPI,22,3,1295,47,411.97,1,0,0,1,6,603.02,21138.58,0,0.9878,0.0,0
717.03,ACCOUNT,12,6,252,57,1371.82,1,0,0,0,1,0.0,1916.73,0,0.5223,0.0,0
1753.8,UPI,12,0,391,49,530.44,3,0,0,0,1,0.0,710.4,0,3.3001,0.0,0
3084.46,UPI,2,6,723,49,3471.24,3,0,0,1,7,4756.88,4359.83,0,0.8883,0.0,0
522.61,ACCOUNT,10,4,1058,55,882.95,0,0,0,1,3,1004.52,1441.14,0,0.5912,0.0,0
208.08,UPI,12,0,531,38,220.29,1,0,0,0,7,0.0,2581.16,0,0.9403,0.0,0
362.97,UPI,18,6,1407,57,762.33,1,0,0,0,2,0.0,11325.57,1,0.4755,0.0,0
1625.58,ACCOUNT,8,6,1174,34,1032.03,4,0,0,1,6,880.88,6007.64,0,1.5736,0.0,0
665.78,ACCOUNT,20,0,1110,41,703.98,3,0,0,2,4,1638.15,3065.31,0,0.9444,0.0,1
8501.07,UPI,18,2,1159,43,3946.04,0,0,0,0,3,0.0,9432.8,0,2.1538,0.0,1
1228.49,ACCOUNT,8,4,46,52,734.21,0,0,0,2,8,1421.36,3300.19,0,1.6709,0.0,0
588.17,UPI,18,0,1234,42,1338.73,2,0,0,0,6,0.0,1506.84,0,0.439,0.0,0
5883.08,UPI,16,3,907,48,2338.82,1,0,1,2,8,3414.56,7970.36,1,2.5143,0.1111,0
546.16,UPI,23,5,280,43,1127.78,2,0,0,0,8,0.0,11316.33,0,0.4839,0.0,0
1390.58,UPI,12,3,1167,43,2521.37,1,0,1,3,8,7780.01,1997.6,0,0.5513,0.1111,0
3609.21,UPI,22,5,159,41,3125.61,3,0,1,1,4,2007.57,1409.86,0,1.1544,0.2,0
905.16,UPI,14,0,927,57,651.09,0,0,0,0,2,0.0,2090.11,0,1.3881,0.0,0
2330.98,UPI,10,1,854,48,624.35,1,0,0,0,4,0.0,3315.27,0,3.7275,0.0,0
911.92,ACCOUNT,7,6,44,45,1372.62,0,0,0,1,7,942.32,3670.74,0,0.6639,0.0,0
454.49,ACCOUNT,20,5,562,51,716.51,0,0,0,0,7,0.0,1378.33,1,0.6334,0.0,0
445.88,UPI,23,0,181,43,409.78,1,0,0,1,7,365.86,2744.34,0,1.0854,0.0,0
686.85,ACCOUNT,2,4,1419,48,902.16,0,0,0,1,5,949.6,860.69,0,0.7605,0.0,0
868.27,ACCOUNT,23,3,1202,50,1100.76,4,0,0,0,2,0.0,3020.6,0,0.7881,0.0,0
569.8,ACCOUNT,1,6,1493,51,821.67,1,0,0,0,1,0.0,1944.8,0,0.6926,0.0,0
669.56,UPI,22,2,732,46,667.51,0,0,0,0,6,0.0,783.82,0,1.0016,0.0,0
454.25,UPI,1,2,493,50,581.41,1,0,0,1,5,837.8,6292.37,1,0.78,0.0,0
5333.77,UPI,5,3,1437,43,2268.53,0,0,0,0,5,0.0,1202.2,0,2.3502,0.0,0
681.14,UPI,9,1,460,65,922.82,1,0,0,0,3,0.0,4503.85,0,0.7373,0.0,0
206.18,UPI,6,0,623,49,332.0,1,0,1,3,9,1370.82,1103.35,0,0.6192,0.1,0
915.69,UPI,19,0,201,49,560.81,4,0,0,1,4,330.37,9122.18,0,1.6299,0.0,0
1295.78,UPI,4,6,1232,51,3312.28,2,0,0,1,4,3378.09,8821.84,1,0.3911,0.0,0
500.99,ACCOUNT,23,6,180,49,752.57,1,0,0,1,6,1015.52,1107.84,0,0.6648,0.0,0
541.25,UPI,12,3,54,39,698.6,1,0,0,0,8,0.0,10283.03,0,0.7737,0.0,0
1801.86,UPI,16,3,1250,57,942.7,0,0,0,1,7,982.26,4173.68,1,1.9094,0.0,0
4996.14,UPI,3,5,1261,55,2620.05,1,0,0,1,2,1710.21,1201.16,0,1.9062,0.0,0
1057.29,UPI,9,3,1280,45,540.44,3,0,0,0,3,0.0,525.89,0,1.9527,0.0,0
408.2,UPI,1,0,1288,60,527.71,1,0,0,0,4,0.0,6267.99,0,0.7721,0.0,0
1746.8,UPI,18,6,213,53,545.47,0,0,0,0,3,0.0,11053.95,0,3.1965,0.0,0
1641.56,UPI,4,1,543,47,1590.53,1,0,0,4,10,8756.22,2246.89,0,1.0314,0.0,0
611.13,UPI,17,2,1148,41,832.87,3,0,0,1,10,1035.29,1793.25,0,0.7329,0.0,0
742.21,UPI,15,4,464,45,1055.98,1,0,1,2,6,3091.24,4190.0,0,0.7022,0.1429,0
420.85,UPI,12,6,1167,50,238.12,1,0,0,0,6,0.0,1371.28,0,1.76,0.0,0
617.18,ACCOUNT,3,3,1364,39,462.55,3,0,2,2,8,967.64,2475.05,0,1.3314,0.2222,0
3932.01,ACCOUNT,13,3,1441,53,2693.15,1,0,0,3,7,4815.67,2378.32,0,1.4595,0.0,0
396.73,ACCOUNT,23,1,1166,57,733.31,2,0,0,1,9,486.29,24.31,0,0.5403,0.0,0
88.63,UPI,11,6,1196,60,755.66,0,0,0,0,1,0.0,2579.4,1,0.1171,0.0,0
7563.53,ACCOUNT,15,0,897,53,1716.68,1,0,0,2,3,1830.21,1131.09,0,4.4033,0.0,0
298.62,UPI,10,1,118,56,635.74,0,0,1,2,5,1021.32,10373.11,0,0.469,0.1667,0
96.61,ACCOUNT,23,1,655,52,480.7,0,0,1,2,6,484.97,8777.96,1,0.2006,0.1429,0
571.59,ACCOUNT,9,2,1430,52,1514.14,1,0,0,0,4,0.0,5438.49,1,0.3772,0.0,0
2656.81,ACCOUNT,15,6,1368,59,4279.77,0,0,0,3,9,18716.61,5008.98,0,0.6206,0.0,0
99.1,UPI,9,3,358,36,390.04,2,0,0,2,5,1156.02,1622.01,0,0.2534,0.0,0
694.21,UPI,13,5,1121,62,299.61,2,0,0,1,4,439.2,3077.98,0,2.3093,0.0,0
1961.75,UPI,22,2,461,41,766.04,2,0,0,1,3,1075.71,5606.59,0,2.5575,0.0,0
215.1,UPI,23,0,625,68,1296.98,0,0,0,0,3,0.0,7110.54,0,0.1657,0.0,0
176.05,ACCOUNT,13,3,973,52,1044.51,2,0,0,1,3,1303.8,373.31,0,0.1684,0.0,0
1188.56,UPI,20,3,745,45,661.96,3,0,0,1,10,852.03,1279.11,0,1.7928,0.0,0
981.27,ACCOUNT,9,2,906,55,2058.22,1,0,0,0,4,0.0,753.44,0,0.4765,0.0,0
834.95,UPI,9,2,148,50,852.25,0,0,0,0,5,0.0,1684.97,0,0.9786,0.0,0
1785.79,UPI,20,0,445,56,1850.51,0,0,0,1,3,1256.6,1594.31,0,0.9645,0.0,0
2873.59,ACCOUNT,18,6,1216,44,2160.48,1,0,0,2,4,2690.73,13920.05,0,1.3295,0.0,0
6327.92,ACCOUNT,18,2,929,43,1717.15,0,0,0,0,5,0.0,12610.23,1,3.683,0.0,0
293.0,ACCOUNT,23,2,1262,52,614.52,1,0,0,0,3,0.0,2722.44,1,0.476,0.0,0
1621.63,ACCOUNT,22,0,1448,47,982.59,1,0,0,0,2,0.0,1602.27,0,1.6487,0.0,0
447.68,UPI,1,2,534,50,464.41,3,0,0,0,1,0.0,6554.24,0,0.9619,0.0,0
515.57,UPI,19,0,397,50,1112.94,1,0,2,2,4,2479.36,6060.3,0,0.4628,0.4,0
2232.99,UPI,4,3,465,65,614.46,1,0,0,0,8,0.0,581.03,0,3.6282,0.0,0
786.64,ACCOUNT,15,5,858,48,874.55,1,0,1,1,5,567.09,2079.69,0,0.8984,0.1667,0
495.35,UPI,20,5,379,46,718.32,0,0,0,0,5,0.0,1634.58,0,0.6886,0.0,0
4986.29,UPI,14,1,586,60,1179.19,0,0,0,0,3,0.0,359.05,0,4.225,0.0,0
2688.18,UPI,0,3,261,48,1735.31,1,0,0,1,5,2066.77,105.61,0,1.5482,0.0,0
192.94,UPI,0,4,579,55,564.0,1,0,0,1,6,579.43,110.88,0,0.3415,0.0,0
938.49,UPI,12,1,1421,42,2637.44,1,0,0,0,4,0.0,851.27,1,0.3557,0.0,0
685.95,UPI,12,0,636,54,526.93,2,0,0,0,1,0.0,482.9,0,1.2993,0.0,0
1189.95,UPI,13,6,1138,49,1882.36,1,0,0,1,4,2218.9,2955.64,0,0.6318,0.0,0
3464.56,ACCOUNT,19,2,646,60,3152.59,0,0,0,0,3,0.0,1730.96,0,1.0986,0.0,0
6593.3,UPI,15,2,650,51,1906.96,3,0,1,1,4,1872.11,27433.51,0,3.4557,0.2,0
274.66,ACCOUNT,22,3,988,48,484.96,2,0,1,1,9,527.45,3412.36,0,0.5652,0.1,0
3088.03,ACCOUNT,2,1,166,53,993.07,0,0,0,1,5,1247.34,4999.87,1,3.1065,0.0,0
638.59,UPI,6,4,533,40,627.69,1,0,0,1,4,719.45,446.39,0,1.0157,0.0,0
2168.49,UPI,5,3,210,40,2006.35,3,0,0,0,4,0.0,455.32,0,1.0803,0.0,0
515.82,UPI,14,6,299,44,1178.88,1,0,0,2,7,2001.97,7580.12,1,0.4372,0.0,0
288.03,UPI,22,0,1064,60,758.33,1,0,1,2,5,938.22,1350.52,0,0.3793,0.1667,0
2177.43,UPI,1,2,262,63,2013.79,3,0,0,0,5,0.0,597.08,0,1.0807,0.0,0
664.86,UPI,5,5,305,49,456.78,0,0,0,3,7,1883.65,7907.48,0,1.4524,0.0,0
426.45,UPI,4,4,859,50,912.04,0,0,0,0,5,0.0,1628.51,0,0.4671,0.0,0
1158.95,UPI,13,2,522,37,610.47,1,0,0,0,6,0.0,657.99,0,1.8954,0.0,0
602.4,UPI,15,0,184,57,504.76,2,0,0,0,3,0.0,4359.82,0,1.1911,0.0,0
1722.46,ACCOUNT,17,1,1435,51,775.28,0,0,0,2,5,1263.27,1594.53,0,2.2189,0.0,0
4160.16,ACCOUNT,5,2,1384,51,1584.69,3,0,0,0,4,0.0,2277.76,0,2.6236,0.0,0
318.84,ACCOUNT,20,0,872,53,493.03,1,0,0,3,8,1552.59,2843.95,0,0.6454,0.0,0
2159.09,UPI,17,2,787,40,1145.97,1,0,0,0,3,0.0,943.97,0,1.8824,0.0,0
454.9,UPI,22,3,1212,48,334.78,1,0,0,0,6,0.0,734.33,0,1.3547,0.0,0
298.71,ACCOUNT,22,1,1460,45,710.12,1,0,0,0,4,0.0,1255.84,1,0.4201,0.0,0
581.02,ACCOUNT,9,5,156,47,596.29,1,0,1,4,7,3174.22,11101.59,0,0.9728,0.125,0
2889.83,ACCOUNT,16,1,147,52,1612.11,1,0,0,1,3,1360.98,2945.27,0,1.7915,0.0,0
454.27,UPI,14,6,496,43,1268.87,0,0,0,0,9,0.0,376.26,1,0.3577,0.0,0
2974.31,ACCOUNT,8,2,457,31,1614.32,0,0,1,1,5,808.35,7714.53,1,1.8413,0.1667,0
311.09,UPI,23,3,1343,51,450.89,1,0,0,1,8,455.95,215.78,0,0.6884,0.0,0
699.82,UPI,5,2,762,33,1003.56,1,0,1,2,6,1828.95,706.17,0,0.6966,0.1429,0
2514.1,UPI,3,0,1215,56,3809.53,1,0,0,0,6,0.0,4408.6,0,0.6598,0.0,0
198.66,UPI,20,1,1001,54,697.0,0,0,0,0,4,0.0,1080.2,0,0.2846,0.0,0
1191.87,ACCOUNT,1,4,1085,41,1507.33,1,0,0,0,6,0.0,695.3,0,0.7902,0.0,0
1344.15,ACCOUNT,4,5,1434,58,1547.36,3,0,0,0,5,0.0,1964.53,1,0.8681,0.0,0
637.28,ACCOUNT,13,3,881,54,1506.9,1,0,1,4,7,5515.53,6741.74,0,0.4226,0.125,0
653.28,UPI,0,1,1164,63,644.3,1,0,0,0,4,0.0,1604.25,0,1.0124,0.0,0
1927.46,UPI,1,3,404,53,959.77,3,0,0,2,7,1927.61,531.51,0,2.0062,0.0,0
4500.74,UPI,16,2,390,48,1990.37,1,0,0,0,1,0.0,1643.97,0,2.2601,0.0,0
221.56,UPI,1,4,878,39,775.8,3,0,0,2,6,1396.89,5835.81,0,0.2852,0.0,0
1142.8,UPI,2,1,1352,48,1066.43,1,0,0,0,4,0.0,3948.08,1,1.0706,0.0,0
789.02,UPI,4,4,77,63,1723.37,0,0,1,2,5,4566.35,162.38,0,0.4576,0.1667,0
1327.43,UPI,20,4,752,42,3408.5,0,0,2,2,10,6479.12,448.69,0,0.3893,0.1818,0
77.08,ACCOUNT,15,5,304,57,161.03,1,0,0,0,4,0.0,687.95,1,0.4757,0.0,0
722.97,UPI,12,1,1326,35,443.58,3,0,0,0,6,0.0,929.06,1,1.6262,0.0,1
517.48,UPI,0,1,777,58,335.85,1,0,0,0,3,0.0,8194.63,1,1.5362,0.0,0
156.54,ACCOUNT,0,6,64,45,419.26,1,0,0,0,3,0.0,6272.14,0,0.3725,0.0,0
803.24,UPI,12,5,3,52,2124.34,0,0,1,1,5,1479.2,9735.68,1,0.3779,0.1667,0
405.14,UPI,4,3,959,48,998.03,0,0,0,1,7,1044.5,2297.07,0,0.4055,0.0,0
1912.16,UPI,3,6,349,58,1374.47,1,0,0,0,4,0.0,4878.22,0,1.3902,0.0,0
1059.57,ACCOUNT,19,5,62,46,827.57,1,0,0,0,3,0.0,209.56,1,1.2788,0.0,0
5167.02,ACCOUNT,18,2,229,42,2300.34,1,0,0,2,4,6067.2,1077.98,1,2.2452,0.0,0
1090.99,UPI,3,1,232,37,979.69,1,1,0,0,4,0.0,2521.24,0,1.1125,0.0,0
384.88,ACCOUNT,8,0,518,45,311.05,3,0,0,0,3,0.0,299.04,0,1.2334,0.0,1
435.17,UPI,7,5,1077,44,390.02,5,0,0,0,3,0.0,1919.21,0,1.1129,0.0,0
255.1,UPI,22,5,1287,44,1313.78,1,0,0,1,5,985.78,1616.86,0,0.194,0.0,0
486.32,UPI,13,4,798,50,1127.02,1,0,0,1,5,1531.0,558.97,0,0.4311,0.0,0
1724.77,UPI,5,1,1421,52,1105.85,2,0,1,1,3,766.96,4064.05,0,1.5583,0.25,0
65.47,ACCOUNT,0,0,1187,52,71.08,0,0,1,2,3,143.25,8215.06,0,0.9084,0.25,0
632.95,UPI,23,4,248,58,1421.85,1,0,1,2,6,3654.87,3148.21,0,0.4448,0.1429,0
231.25,ACCOUNT,14,0,1103,50,461.14,1,0,0,1,8,257.84,1813.41,0,0.5004,0.0,0
87.03,ACCOUNT,20,0,347,47,207.11,0,0,0,0,4,0.0,47.44,0,0.4182,0.0,0
9691.08,UPI,21,6,1445,41,3764.95,1,0,0,0,5,0.0,698.17,1,2.5733,0.0,1
2214.16,UPI,18,2,1270,52,1340.09,1,0,0,1,3,1014.07,11226.03,0,1.651,0.0,0
149.44,UPI,16,5,97,52,568.57,2,0,0,1,3,709.6,1611.02,0,0.2624,0.0,0
3810.98,UPI,8,6,259,46,1476.83,0,0,0,1,2,1047.76,8.72,0,2.5788,0.0,0
372.89,ACCOUNT,16,3,662,50,513.22,0,0,0,0,5,0.0,1738.94,1,0.7252,0.0,1
3409.25,ACCOUNT,12,3,1112,55,1149.72,2,0,0,2,11,1747.04,9289.7,1,2.9627,0.0,0
2384.0,ACCOUNT,11,5,828,37,1189.93,2,0,0,0,3,0.0,1264.16,0,2.0018,0.0,0
1101.91,UPI,5,2,129,49,1639.92,3,0,0,1,5,1789.48,3479.61,0,0.6715,0.0,0
3218.05,UPI,11,6,943,49,2009.36,2,0,0,0,4,0.0,4044.0,0,1.6007,0.0,0
17532.63,UPI,5,6,972,47,4443.75,2,0,0,0,4,0.0,2305.71,0,3.9446,0.0,0
1107.7,UPI,5,3,1394,49,647.76,2,0,0,0,5,0.0,424.94,0,1.7074,0.0,0
883.59,UPI,1,6,399,54,278.3,1,0,0,1,6,213.36,5055.48,0,3.1636,0.0,0
186.27,ACCOUNT,22,0,58,56,965.79,0,0,0,1,6,712.76,2945.36,0,0.1927,0.0,0
4311.39,ACCOUNT,22,4,1124,49,1598.96,1,0,0,1,7,821.69,1145.23,0,2.6947,0.0,0
2704.73,UPI,6,2,1054,42,1596.19,0,0,0,0,5,0.0,1301.57,0,1.6934,0.0,0
722.19,UPI,3,5,779,59,271.65,2,0,0,2,3,343.2,9238.0,0,2.6488,0.0,0
214.3,UPI,0,1,1038,48,449.98,0,0,0,0,7,0.0,3891.83,0,0.4752,0.0,1
423.27,UPI,21,0,269,60,340.38,3,0,0,0,8,0.0,1282.63,0,1.2399,0.0,0
196.88,UPI,12,4,189,48,230.56,0,0,0,1,5,291.17,2798.34,0,0.8502,0.0,0
473.38,UPI,7,6,603,46,884.34,1,0,0,1,4,627.8,3357.82,0,0.5347,0.0,0
1249.63,UPI,22,1,1341,45,430.86,0,0,0,0,1,0.0,42.23,0,2.8936,0.0,0
689.44,UPI,5,0,772,50,414.3,2,0,0,1,4,527.91,686.34,0,1.6601,0.0,0
597.66,UPI,16,4,959,62,1987.52,2,0,0,1,3,2471.17,8.29,1,0.3006,0.0,0
